price,address,beds,baths,sq_feet,type,urls,lat,lon,description
129900,"1709 W Church St, Champaign, IL 61821",2.0,1.0,1040.0, House for sale,https://www.zillow.com/homedetails/1709-W-Church-St-Champaign-IL-61821/3222961_zpid/,40.11812210083008,-88.27587890625,"'Two-bedroom Bungalow in a great location; close to shopping and dining, parks, easy commute access and much more.  Natural light floods the spacious living room/dining room combo, fabulous enclosed front porch, oak cabinets plus pantry in kitchen, cedar closet in the main bedroom, detached garage, spacious backyard.  New roof in 2019.  Home is being sold as-is'"
117000,"1709 Crescent Dr, Champaign, IL 61821",3.0,1.0,975.0, House for sale,https://www.zillow.com/homedetails/1709-Crescent-Dr-Champaign-IL-61821/3230618_zpid/,40.0966682434082,-88.28330993652344,"'Great News!  In addition to the seller offering a home warranty to the buyer, the buyer is also getting a new roof on the house!!  An additional slight increase in purchase price if buyer wants the garage roof done at same time.  Decision needs to be made as soon as weather permits. There is a short window of time for the buyer to pick the color of shingles.  Great location, Green Meadows Subdivision, 2 blocks south of Jefferson, middle school and Centennial high school.  One block from park, Sholem pool, petting zoo, baseball diamonds, 3 blocks from recreation center and tennis courts!  5 blocks from grocery, pet, and hardware stores, restaurants, shopping.  Bus stop is 1 block away! Beautiful, newer, leaded glass front door greets you to this inviting ranch home! Well-cared for two-owner home. Large, eat-in kitchen with pantry, plenty of cabinet space, newer appliances, and portable moving island!  House is plumbed for gas stove and dryer, should buyer want to hook up.  Tiled bathroom floor and walls with newer cabinet with granite counter and updated plumbing.  Brick, wood-burning fireplace in living room with oak surround shelving to display treasures.  Bright sun porch with A-frame, beamed ceiling with windows on three sides viewing a beautiful backyard with pond and plenty of goldfish! Huge backyard with recently upgraded white vinyl, 6 ft high fencing surrounding property, perfect for privacy and protection!  Extra deep garage with storage, large work bench, and office area!  Large, double lane width concrete driveway with extra space for parking cars!  Extra fencing encloses a portion of the driveway for privacy and security.  There is a security system already installed in the home.  Home has recently been completely painted from top to bottom, new luxury vinyl flooring with 30 yr. warranty, in much of the home!  Storm windows throughout, keep this home toasty warm in Winter!  Home was professionally cleaned for the new owner!  Interest rates have dropped to 2.5% for 30 years!  Stop throwing away your money on rent!  You can OWN your own home for much less!'"
388000,"3301 Summerview Ln, Champaign, IL 61822",5.0,3.0,3843.0, Under Contract,https://www.zillow.com/homedetails/3301-Summerview-Ln-Champaign-IL-61822/3234585_zpid/,40.08186721801758,-88.3005599975586,"""Need space? Storage? Options for office, gym, workshop or crafts?  This is the home you've been looking for. Traditional 2 story home with 5 bedrooms and 2.5 baths and over 3800 sf above ground with an additional 1750 sf of unfinished basement. 3 car extended garage with separate entrance to basement. Huge kitchen with totally new island in 2016 with granite countertops throughout, pull out drawers in lower cabinets and all SS appliances and downdraft vent for 5-burner gas stove. Rebuilt service area with sink, beverage fridge and wine rack. Large walk-in pantry with sink. Large laundry room with built-in storage. Main floor functions well for gatherings since living room, family room (with fireplace), kitchen and dining room all connect. Easy access from dining nook to back yard deck with pergola and hot tub. Lighted water feature (by Chris' Ponds) adjacent to flagstone patio adds to the ambiance. The huge master bedroom has a new bath (down to studs) with large walk-in shower, free-standing tub by Victoria-Albert and double sinks and heated tile floor. Both furnaces and a/c units are new within the last 5 years. Roof was new in 2019. Mylar insulation was added to the attic. Outside there is an in-ground irrigation/drip system and leaf guard gutter protection.  All holes from window treatments, shelves and art displays have been patched and painted.  It is truly 'move-in ready'.  This property is broker owned."""
309900,"5116 Jacks Blvd, Champaign, IL 61822",4.0,3.0,2353.0, Under Contract,https://www.zillow.com/homedetails/5116-Jacks-Blvd-Champaign-IL-61822/72583347_zpid/,40.09048080444336,-88.3319091796875,"""Look no further, you are going to LOVE this home! This classic Signature built home will WOW you with it's 4 bedroom, 2.5 bathroom, 3 car garage and it's unlimited potential in the unfinished basement. This home welcomes you with new hardwood floors throughout the first floor, quartz coutertops and white subway tiles in your kitchen and a NEW Roof in October 2020! First floor features two living spaces, a large dinning room for entertaining and lots of natural light. Trailing upstairs you will find your laundry room and 4 oversized bedrooms with lots of closet space. The details do not stop inside, this home has been professionally landscaped and well taken care of. Relax and entertain on your own private oasis. Walk out back under your beautiful pergola draped with honeysuckle and then enjoy an evening dip in your hot tub off the patio. Call today this will not last long!"""
329900,"4314 Doverbrook Ct, Champaign, IL 61822",4.0,4.0,2550.0, House for sale,https://www.zillow.com/homedetails/4314-Doverbrook-Ct-Champaign-IL-61822/3197651_zpid/,40.09044647216797,-88.31816101074219,"'This lovely home located in the desirable Ironwood subdivision offers 4 beds and 3.5 baths! The kitchen is bright and open, with a center island and plenty of counter space. The family room has beautiful cabinetry next to the fireplace with many windows overlooking the backyard. The master bedroom is large and has a cathedral ceiling which gives it a very open feel. The master bath offers a whirlpool tub, separate shower, and double sinks. The basement is finished and includes a theater room with a 100 inch projector screen and 5 theater seats, a dry bar with cooler, a workshop and additional storage room. This home offers a 3 car garage, the 3rd bay has extended length for extra space for a boat, trailer, etc.  Outside, there is a screened in porch and a deck.'"
138900,"803 S State St, Champaign, IL 61820",4.0,3.0,1842.0, House for sale,https://www.zillow.com/homedetails/803-S-State-St-Champaign-IL-61820/3225878_zpid/,40.10648727416992,-88.24702453613281,"'Great Access to downtown and night life. Close to El Toro and shopping as well. This house is larger than it looks with 4 bedrooms and 2.5 bathrooms plus a basement and a large/oversized one car garage. Current owner has done some updating including floors and painting. Warm hot water heat with central air.   A lot of house in central Champaign for the money!.  Small fenced back yard perfect for dog. House is leased through 07/31/2021 at $1300/month. HOWEVER, tenant is willing to vacate early for possession at closing.'"
449900,"4408 Curtis Meadow Dr, Champaign, IL 61822",5.0,5.0,3362.0, House for sale,https://www.zillow.com/homedetails/4408-Curtis-Meadow-Dr-Champaign-IL-61822/65290299_zpid/,40.09760665893555,-88.3187255859375,"'Beautiful 2-story home in Trails at Brittany Subdivision just waiting for you to call home!  This home offers approximately 4,594 finished sq.ft. along with an abundance of natural light throughout.  The spacious living areas makes your every day living and/or entertaining needs a breeze.  Cozy up to any of the three fireplaces in this house this fall/winter.  The chef of the family will enjoy the oversize eat-in kitchen with an abundance of cabinets plus a walk-in pantry, island with prep sink and is complete with stainless steel appliances and is adjacent to the vaulted ceiling hearth room with a fireplace. The first-floor bedroom with a walk-in closet and access to a full bath is perfect for your overnight guests. Retreat to the second-floor master suite with a huge walk-in closet and a full ensuite bath with dual vanities.  Three additional bedrooms, two full baths and the laundry room complete the upper level.  Room galore in the finished basement offering the third fireplace and full bath.  This is a must-see home, call today to schedule your private showing!'"
367500,"3205 Countrybend Ln, Champaign, IL 61822",5.0,4.0,4608.0, House for sale,https://www.zillow.com/homedetails/3205-Countrybend-Ln-Champaign-IL-61822/3234687_zpid/,40.07988739013672,-88.2990951538086,"'WOW!  This open floor, spacious (over 4500 square feet!) home in Robeson West features beautiful lake views and tons of natural light throughout.  Perfect floor plan for entertaining with great room, kitchen and outdoor living spaces.  First floor master with jacuzzi tub, separate shower and large walk in closet.  Additionally there are 4 large bedrooms on second floor. Second floor study/family room could be used as bedroom, with small closet or would make a great work from home office. Updates include new carpet upstairs and fresh paint, new dishwasher, new hot water heater, zoned HVAC replaced in 2012/2013 and roof replaced in 2008.'"
84900,"1909 Diana Ave, Champaign, IL 61821",3.0,1.0,1373.0, Under Contract,https://www.zillow.com/homedetails/1909-Diana-Ave-Champaign-IL-61821/3220117_zpid/,40.13691329956055,-88.27017974853516,"""Come take a look at this spacious ranch home close to shops, restaurants, and schools! The front exterior pops from the street and invites you inside to a bright living room. Cooking is easy in the spacious, eat-in kitchen with stainless steel appliances and tons of cabinet space. A laundry space with built-in cabinets and a second refrigerator takes you to the large family room with tons of natural light and cozy carpet flooring. All three spacious bedrooms lead you to the updated full bath complete with a stylish mirror and low-maintenance laminate wood flooring. The fenced-in backyard is perfect for entertaining thanks to a roomy patio space and built-in stone firepit. Convenient 2-car detached garage. You don't want to miss out on this one, so make an appointment today!"""
100000,"309 N Prairie St #1, Champaign, IL 61820",1.0,1.0,896.0, Condo for sale,https://www.zillow.com/homedetails/309-N-Prairie-St-1-Champaign-IL-61820/2073663591_zpid/,40.11893081665039,-88.24874877929688,"""This is your chance to own a piece of the historic Glenn Building in a recently updated 1st-floor corner unit!  You can't beat this great location within walking distance to downtown Champaign restaurants, shops, campus, and West Side Park!  As you walk in you'll notice the fresh, light grey paint and quality original hardwood flooring.  The large living room and dining room are connected, making it a great space for an added workspace or studio.  The windows on all three sides of these rooms provide for plenty of sunlight and breezes while the antique glass french doors in the living room open to your private balcony.  The kitchen boasts freshly painted white cabinets that reach all the way to the ceiling and provide a surprising amount of storage with upgrades like pull-out shelves.  The new quartz countertop and gorgeous granite undermount sink are a stunning addition, just like the brand new double oven, dishwasher, and microwave.  A strip of undermount electrical outlets beneath the cabinets and new color-changing lights finish off this amazing room.  You'll love the all-new tiled shower and vanity in the bathroom, with the original tile floor gleaming beneath.  In the bedroom, you'll appreciate the generous size and in-room closet.  New Kobe windows in the bathroom and kitchen are a bonus and compliment the remaining windows with antique glass and new raising mechanisms.  Although there is plenty of storage in the unit, you'll appreciate the additional 10x7 storage unit in the basement, along with your own washing machine.  Working from home these days?  No need to worry!  Excellent i3 wifi is provided as part of the building amenities. Everything is ready for you to move right in and make this your home!"""
125000,"605 Ventura Rd, Champaign, IL 61820",2.0,1.0,1538.0, House for sale,https://www.zillow.com/homedetails/605-Ventura-Rd-Champaign-IL-61820/3233543_zpid/,40.096519470214844,-88.25184631347656,"""A QUIET AND PEACEFUL NEIGHBORHOOD IS THE PERFECT SETTING FOR THIS CLASSIC BRICK HOME.  THE BACK YARD IS AWESOME - .4 ACRES IN TOWN!  IT'S ALL GRASS AND TREES NOT BUT IT'S READY FOR THE EARLY SPRING GARDEN.  AN AWESOME ENCLOSED PORCH OVERLOOKS THE PARK-LIKE BACK YARD.  INSIDE, THE U-SHAPED KITCHEN HAS BEEN RENOVATED WITH OAK CABINETS.  ENJOY THE LAST DAYS OF WINTER NEXT TO THE STOVE-FRONTED FIREPLACE WHILE LOOKING OUT AT THE FROSTY WINTER WONDERLAND."""
119900,"728 S State St, Champaign, IL 61820",2.0,1.0,950.0, House for sale,https://www.zillow.com/homedetails/728-S-State-St-Champaign-IL-61820/3225858_zpid/,40.10708236694336,-88.24649810791016,"""Prime Location featuring beautiful refinished hardwood floors, 10' ceilings, original wood work and a huge front porch. This cute bungalow is currently leased month to month and is a great for the owner occupied or investment buyer. Huge corner lot with mature trees. Central AC, high efficiency furnace, enclosed heated rear porch, and tons of storage in the unfinished dry basement. The tenant can vacate before closing with 30 day notice."""
359000,"2516 Waterville Dr, Champaign, IL 61822",3.0,3.0,1818.0, House for sale,https://www.zillow.com/homedetails/2516-Waterville-Dr-Champaign-IL-61822/65279616_zpid/,40.07103729248047,-88.28777313232422,"""Pristine home located in Cherry Hills. Premium lake lot with a beautiful view from this well cared for 1 owner home. Surround sound with backyard speakers and fire pit. Relax in the hot tub while enjoying the vacation feel year round. Or spend the afternoon fishing for bass or bluegill in the stocked lake. Bad weather - no problem, move the party to the basement and enjoy the theater style viewing area with pool table and bar. Three bedrooms and two baths on the main floor with the Master separated. Plenty of room in the three car garage with extra storage in the attic. Mature landscaping with this manicured yard. This home is ready for move in and won't last long."""
108500,"903 Bellepark Dr, Champaign, IL 61821",3.0,1.0,1175.0, House for sale,https://www.zillow.com/homedetails/903-Bellepark-Dr-Champaign-IL-61821/3228226_zpid/,40.10679626464844,-88.29374694824219,"'Looking for an investment opportunity?  This adorable three-bedroom home is currently leased through Feb. 2022.  Spacious living room with wood-burning fireplace and tile floors, which extend into the kitchen with birch cabinets and dining room.  Enjoy the private backyard with a privacy fence.'"
359900,"409 Denton Dr, Savoy, IL 61874",3.0,3.0,2688.0, House for sale,https://www.zillow.com/homedetails/409-Denton-Dr-Savoy-IL-61874/122146970_zpid/,40.04922866821289,-88.24383544921875,"'Located on a premium lakefront lot in low-tax Savoy! The location backs to nearly 13 acres of commons space that includes the lake. This Madison floor plan offers a front flex room that is ideal for use as a home office or dining room. Its French doors allow for acoustic separation, while still filling the foyer with daylight. Hardwood floors run from the front door through the front flex room, kitchen & dining area. The kitchen features dark cabinets with contrasting light granite, complemented by subway tile backsplash and under-cabinet lighting. The kitchen flows seamlessly into the dining area and family room--all under nine-foot ceilings. A Pella sliding glass door opens from the dining area onto the oversize patio and fenced backyard. The 2nd floor features 3 generously sized bedrooms, a hall bath with oversize vanity & private toilet/bath area, and a walk-in laundry room. The master suite features cathedral ceiling and triple window overlooking the lake. The en suite bath offers double vanities, a whirlpool tub, and separate custom tile walk-in shower with glass door. The finished basement features a 4th bedroom, family/media/game/music room, abundant unfinished storage, and a roughed-in 3rd full bath. The house features Pella windows and high efficiency Trane furnace and a/c. See 3D tour and HD photo gallery!'"
234900,"205 N Victor St, Champaign, IL 61821",2.0,2.0,1862.0, House for sale,https://www.zillow.com/homedetails/205-N-Victor-St-Champaign-IL-61821/3222966_zpid/,40.11800765991211,-88.27513885498047,"""$100 in FREE Pancakes with Home!  Take the Virtual Tour of this Super Cool and COMPLETELY Remodeled inside and out, even the foundation has new walls, Home.  The main floor features a living room, dining, bedroom, full bath and eat-in-kitchen with new appliances. The laundry is in the closet in the hallway complete with washer and dryer.  Take the Spiral Staircase to the 2nd floor to the 2nd open living space, bedroom and full bath. Utilize it as a 2nd bedroom suite!  BONUS, there is a smaller 3rd level loft area great for an office or chilling area.   This home has NEW Flooring, Lights, Fixtures, Plumbing, Electrical, you name it, it's like a NEW Home, wait, it is a NEW HOME!   There are 2 furnaces and 2 a/c units.  While the back yard is small, the side yard is great to be fenced in and utlized as an outdoor living space.  The basement has new wall foundation and usable space for storage and more."""
116900,"910 Lincolnshire Dr APT 304, Champaign, IL 61821",3.0,2.0,1310.0, Condo for sale,https://www.zillow.com/homedetails/910-Lincolnshire-Dr-APT-304-Champaign-IL-61821/2076692413_zpid/,40.095970153808594,-88.25788879394531,"'You deserve the best and this classic 910 Lincolnshire condo features an attractive brick exterior and one of the largest units in the building that combines great location, great condition at a great price. This 1300+ square foot unit features a large L-shaped living/dining room that will warm you with the stone accented gas fireplace. You can also expand your entertaining onto the outside balcony space large enough to stretch out and relax. The modern kitchen features updated quartz counter tops, Amish slow close cabinets and all stainless steel appliances. The main bathroom and en suite have both been updated with newer vanities, toilets and tiled showers. For your peace of mind and comfort, this property has been updated with Pella windows throughout , a new roof in 2020, custom blinds that include darkening blinds in the bedrooms and fresh paint throughout. The monthly fees cover the common insurance, exterior maintenance, garbage pickup, lawn care, and snow removal. Additional amenities include basement storage and covered parking. Take the 3D Tour and view the HD Photo gallery.'"
142000,"501 Yalow Dr, Champaign, IL 61822",2.0,2.0,1217.0, Under Contract,https://www.zillow.com/homedetails/501-Yalow-Dr-Champaign-IL-61822/72581595_zpid/,40.154911041259766,-88.25228118896484,"'Fantastic 2 bedroom 2 bath home in Ashland Park! Easy access to the interstate, shopping, restaurants and so much more. Hard surface flooring through out, move in ready and well cared for. This adorable house should be your home.'"
202900,"1414 Farley Ln, Champaign, IL 61822",3.0,2.0,1730.0, Under Contract,https://www.zillow.com/homedetails/1414-Farley-Ln-Champaign-IL-61822/65293526_zpid/,40.1307487487793,-88.31266784667969,"'Prepare to be amazed with this meticulously maintained 3 bedroom, 2 bath ranch. Open living design. Split bedroom floor plan maximizes living space & privacy.  Hardwood floors throughout the foyer, LR, DR & kitchen.  Living room w/ soaring ceiling & gas fireplace. Arched doorways lead into the formal dining room/ flex rm. Awesome open kitchen features plenty of cabinetry & work space, backsplash, stainless appliances, & breakfast bar. The large adjoining breakfast area overlooks the backyard & over sized patio. Incredible ensuite offers a huge bedroom with walk in closet & luxurious bath featuring a double vanity, whirlpool tub & separate shower. 2 additional nice sized bedrooms & full bath can be found on the opposite side of the home.  Large laundry room w/wainscoting. Great closet space throughout! Garage offers additional cabinetry & tons of storage shelving. Updated landscaping. Just down the street from beautiful Sunset Ridge Park!'"
48500,"913 W Tremont St, Champaign, IL 61821",2.0,1.0,838.0, House for sale,https://www.zillow.com/homedetails/913-W-Tremont-St-Champaign-IL-61821/3222638_zpid/,40.12429428100586,-88.25933074951172,"'GREAT INVESTMENT PROPERTY! Hardwood flooring in the living room. Spacious eat-in kitchen with room for dining. Laundry hook-ups in the kitchen. Two nice sized bedrooms, one with hardwood flooring and one with carpet - the bedrooms share the full bathroom that features a tile walk-in shower. Deep backyard is ideal for entertaining and is complete with a storage shed. Close proximity to Willis Park, Spaulding Park, Champaign Shopping District, schools and much more! Broker owned. Currently rented through January 2022. Property will be sold as is. Come take a look today!'"
134900,"3303 W Daniel St, Champaign, IL 61821",3.0,2.0,1175.0, House for sale,https://www.zillow.com/homedetails/3303-W-Daniel-St-Champaign-IL-61821/3229893_zpid/,40.10806655883789,-88.30030059814453,"'Well taken care of 3BR/1.5BA/1CAR ranch with nice back deck, fenced yard, and new flooring in oversized living room. Overhead lighting/ceiling fans in all rooms.  Updates include: HVAC, double hung windows, garage insulated and drywalled and new front door.  Property has wheelchair ramp that can be removed, some additional wheelchair accessible amenities.'"
64900,"1004 N James St, Champaign, IL 61821",3.0,1.0,940.0, Under Contract,https://www.zillow.com/homedetails/1004-N-James-St-Champaign-IL-61821/3222443_zpid/,40.12628936767578,-88.26497650146484,"'New Price! Exceptionally maintained 3 bedroom 1 full bath home featuring a large living room beaming with natural light from numerous windows, a generously sized kitchen. Hardwood floors throughout the home. Fenced front and back yards. This house features many updates: roof; windows; siding; wiring; A/C system; furnace. Make this home yours today!'"
87000,"3334 Ridgewood Dr, Champaign, IL 61821",4.0,1.0,1479.0, Under Contract,https://www.zillow.com/homedetails/3334-Ridgewood-Dr-Champaign-IL-61821/3229487_zpid/,40.112396240234375,-88.30357360839844,'1400+ square feet - 4br/1ba home on Cul-De-Sac lot with shed.  Some accessible features such as walk in shower with grab bars and wheelchair ramp on front. Gas Stove. 200 amp Electrical. Sold As Is.'
219900,"1210 Foothill Dr, Champaign, IL 61821",4.0,2.0,1974.0, Under Contract,https://www.zillow.com/homedetails/1210-Foothill-Dr-Champaign-IL-61821/3232298_zpid/,40.09523391723633,-88.26543426513672,"""Bright and Beautiful! This gorgeous, newly renovated 4BR/2BA tri-level home in an established Devonshire neighborhood is a must see. The main level features a fully updated kitchen w/ new cabinets, countertops, stainless steel appliances and separate dining area plus a spacious family room w/ spectacular wood burning fireplace.  The upper level has three bedrooms w/ original hardwood flooring plus an updated full bath w/ all new fixtures and updated flooring. On the lower level you'll find a fourth bedroom, second fully updated bath and a large family room, plus a separate laundry room. The large fenced backyard includes a roughly 700 sq ft outbuilding that can be used for storage, as a workspace etc.  Conveniently located near Bottenfield Elementary, Hessel Park,  restaurants, shopping and so much more! Other notable updates include fresh paint, new roof (2019), new HVAC, new electric (panel and wiring) and a new garage door system."""
299900,"2032 Bentbrook Dr #2032, Champaign, IL 61822",2.0,3.0,2184.0, Under Contract,https://www.zillow.com/homedetails/2032-Bentbrook-Dr-2032-Champaign-IL-61822/2077043656_zpid/,40.09037399291992,-88.3138198852539,"""I can't believe one of these is finally available! Absolutely amazing opportunity to purchase a huge, sprawling ranch style condo in Lincolnshire fields. Quality construction by a local builder with exterior views in mind. Backs up to the Copper Slough so privacy is never in question. 2 large bedrooms, office, enormous living room, dining areas, walk in pantry, and laundry room. Brand new roof was just installed in November 2020. This isn't a small condo, this plan pushes 2300 sq ft, and also has a large backyard deck for sitting. So come live in the coveted Lincolnshire Community. Home to some of Champaign's most beautiful homes. Any improvements or updates will just be adding equity!"""
520000,"4712 Chestnut Grove Dr, Champaign, IL 61822",3.0,4.0,2575.0, House for sale,https://www.zillow.com/homedetails/4712-Chestnut-Grove-Dr-Champaign-IL-61822/70049015_zpid/,40.097129821777344,-88.323974609375,"""Custom built ranch was thoughtfully designed on one of the most luxurious & private lots in Trails at Chestnut Grove.  Professionally landscaped, fully fenced, .52 of an acre it is like having your own private retreat. Upon entry you are drawn to the light filled living room with custom shelving flanking the gas log fireplace. Eat in kitchen with the eat at peninsula is a great place for gathering.  Soaring cathedral ceilings in the living room and master bedroom are a real focal point along with nine foot ceilings throughout. Gracious dining/living room combination, spacious home office and the kitchen all include hand-scraped hickory flooring. This delightful home features separate bedroom wings, master suite with whirlpool tub & separate shower. A Jack and Jill bath between the two upper bedrooms is ideally suited for family living. You will find that the laundry room and half bath are conveniently located. Finished basement has a large rec room with the wet bar, 4th bedroom and full bath. There is an abundance of unfinished storage  space in the basement for all your extras or perhaps you would want to make it into a theater room.  The oversized side load 2.5 garage is as clean as a whistle. Sprinkler system, central vac, plantation shutters and surround sound are a few more of the extra amenities. Imagine yourself in this outstanding home & all it has to offer inside & out. The photos from different times of the year really tell the story of how panoramic the views are from this captivating home and a true favorite of the sellers is the 10' path that leads from Kirby to Windsor.  Ideally located 5 min from Carle at the Fields, restaurants, grocery,  fitness center, day spas, and I-57 Curtis Road interchange. GUIDING YOU HOME!"""
199900,"1208 Devonshire Dr, Champaign, IL 61821",3.0,2.0,1834.0, Under Contract,https://www.zillow.com/homedetails/1208-Devonshire-Dr-Champaign-IL-61821/3232994_zpid/,40.08989715576172,-88.26502227783203,"""Don't miss this rare sub-$200k move-in-ready home, centrally located in the desirable Devonshire Subdivision! It features a brick facade, front porch with a row of elegant Tuscan columns, and a stepless flagstone walkway from the driveway to the front porch. The floor plan offers separate formal front living room, central dining room, and a large back family room. All three bedrooms & the family room features freshly refinished hardwood. All carpet--in the living room, dining room, and hallway--is brand new. The primary hall bath is comprehensively remodeled--floors, double vanities, tub & surround. The kitchen features new stainless steel appliances, ceramic tile floor, and granite counters. Seller believes roof was new in 2017. High efficiency Lennox furnace installed at end of 2009. See HD photo gallery & 3D photo tour!"""
269900,"1724 Lakeside Dr, Champaign, IL 61821",3.0,3.0,2390.0, Under Contract,https://www.zillow.com/homedetails/1724-Lakeside-Dr-Champaign-IL-61821/3232016_zpid/,40.09461212158203,-88.27193450927734,"'Meticulously maintained two owner brick ranch in centrally located Old Farm subdivision. Over 2,300 square feet with 3 large bedrooms, 2 & 1/2 baths, two living spaces and a formal dining room that could double as a home office. Living room features vaulted ceilings and a gas fireplace. Large master suite with two walk-in closets, soaker tub, double vanity and separate shower stall. Eat-in kitchen opens up to the family room with original hardwood floors underneath the existing carpet. Hardwood flooring can also be found under the carpet in the 1/2 bath and laundry room. Additional storage space available in the attic above the garage with easy access pull down steps. Appreciate the neutral finishes and color scheme or put a personal touch on this home and make it your own!'"
399900,"4902 Watermark Dr, Champaign, IL 61822",4.0,3.0,2870.0, House for sale,https://www.zillow.com/homedetails/4902-Watermark-Dr-Champaign-IL-61822/70049058_zpid/,40.087730407714844,-88.32676696777344,"""Come view this well-situated, ample spaced, 4-bedroom home before the opportunity has passed. From the moment the front door opens, the roomy entrance is immersed in sunlight with stunning tall ceilings and a spacious dining room to your left with well-chosen dark wood laminate flooring. Continuing to the right you will find the first-floor master suite complete with vaulted ceilings, a picturesque window, large walk in closet, double separate vanities, jetted tub, separate shower, separate lavatory, and bonus closet. The open floor plan, gas fireplace, and vaulted ceilings of the expansive living room convey the overall feel of ease and relaxation. The expertly crafted kitchen includes a large two-tiered island with breakfast bar seating, granite countertops, and stainless-steel appliances. Adjacent is a convenient bonus area that's connected to the laundry as well and can be used as a mudroom or office. Additionally, there is a stunning sunroom with several windows surrounding the space with views of the well-maintained fenced-in backyard with sliding glass door access to a composite deck.  The second floor welcomes you with a grand-style wood staircase offering 3 bedrooms with lots of closet storage and a full bath.This home is highly functional with generous amounts storage space along with two laundry locations and a fully finished basement featuring a family room, bonus bedroom, and full bath. Peace of mind maintenance includes a new roof in 2020, new flooring and new paint throughout, new sump pump with backup, as well as new countertops. The spacious and fully insulated 3-car garage completes this already great property, which conveniently located in the Ironwood West subdivision with peaceful pathways. View this home today!"""
395000,"2002 Max Run Dr, Champaign, IL 61822",3.0,3.0,1859.0, House for sale,https://www.zillow.com/homedetails/2002-Max-Run-Dr-Champaign-IL-61822/124137031_zpid/,40.09090042114258,-88.32853698730469,"'Beautifully kept one story, built in 2019, in ""Like New"" condition! Welcoming foyer opens to formal living room w/ cathedral ceiling and an eye catching stone fireplace, complete with gas logs. Kitchen with eating bar, has beautiful wood cabinetry, granite countertops, tiled backsplash, and upscale stainless steel appliances. Formal dining room is nearby. Master bedroom adjoins a well-planned master bath, and has a nicely sized walk-in-closet. Two secondary bedrooms sit nearby. Nicely finished basement has a good sized family room with areas for TV plus a pool/tennis table, and well thought out ""kitchenette"" area, complete with wet bar, microwave oven, and wine cooler. Fourth bedroom with egress window, plus third full bath, and two unfinished storage areas finish out this floor plan. Covered front porch, back yard patio area, three car garage and more. This is definitely one home that will catch your eye!!!'"
108500,"3308 Kimberly Dr, Champaign, IL 61821",3.0,1.0,1225.0, House for sale,https://www.zillow.com/homedetails/3308-Kimberly-Dr-Champaign-IL-61821/3229542_zpid/,40.111412048339844,-88.3019790649414,"'This home has been enjoyed by current owner for past 44 years! One level, well taken care of 3 bedroom ranch in great location. This 1225 sg.ft. home offers separate living, dining and family rooms. Large eat-in kitchen(17 x 12), full bath, new water heater, newer York furnace and replacement windows. Nice, large fenced-in back yard for outdoor enjoyment. Located just a couple of blocks from beautiful Johnson park with playground. Centrally located near shopping, dining and shops. You will not want to miss out on the potential of this home and make it your own!'"
74900,"106 N Mattis Ave, Champaign, IL 61821",2.0,1.0,849.0, House for sale,https://www.zillow.com/homedetails/106-N-Mattis-Ave-Champaign-IL-61821/3222981_zpid/,40.11695098876953,-88.27645111083984,'Cozy 2 bedroom home close to shopping and restaurants.  Hardwood floors in living room and bedrooms.  A full basement offers loads of storage space.  The roof and windows are newer.  Enjoy the spacious backyard with deck.'
111900,"708 S Duncan Rd, Champaign, IL 61821",2.0,1.0,1142.0, House for sale,https://www.zillow.com/homedetails/708-S-Duncan-Rd-Champaign-IL-61821/3228166_zpid/,40.10837173461914,-88.29512786865234,"""Nicely maintained and updated 2 bedroom, 1 bath, oversized 2 car garage home on South Duncan!! As you pull up to this charming home you will have no issues with parking with the extra wide concrete drive leading up to the oversized 2-car garage. This is a perfect starter home, rental, or home to a small family. You'll find tons of space in the living room as it had previously been converted from the old one car garage now opening right up to your kitchen which leads outside to the fully fenced in backyard. Convenient for pets or a nice area to spend time with family and friends! You'll find two nice sized bedrooms with the updated bathroom as well. The current owner loves this home but has just decided to move closer to their family. Updates include washer & dryer (2019), soundproof windows done by the previous owners, new siding (2020), Electrical ran to the garage with outlets throughout (2020), update garage disposal, completed the fenced yard (2020), updated bathroom (2020), new insulation (2020), and a new refrigerator (2020)!!! Schedule your showing now while the market is HOT!!"""
93500,"1706 Princeton Dr, Champaign, IL 61821",3.0,1.0,1008.0, House for sale,https://www.zillow.com/homedetails/1706-Princeton-Dr-Champaign-IL-61821/3227748_zpid/,40.09939193725586,-88.27522277832031,"'Charming 3 bedroom ranch in Champaign. Great investment property! Spacious living room with hardwood floors. Generously sized bedrooms, two of which also feature hardwood floors. Sizable full bath. Large patio in back is ideal for hanging/grilling out or additional parking if needed. Close to schools and parks. Property will be sold as is. Broker owned. Property rented through July 2022. Book your appointment today!'"
